title,embedding0,embedding1,embedding2,embedding3,embedding4,embedding5,embedding6,embedding7,embedding8,embedding9
Fishing Planet,0.07419354838709677,0.0064516129032258064,0.00967741935483871,0.32903225806451614,0.33225806451612905,0.02903225806451613,0.05161290322580645,0.07096774193548387,0.08387096774193549,0.012903225806451613
Crush Crush,0.12050359712230216,0.10071942446043165,0.04316546762589928,0.15467625899280577,0.1564748201438849,0.22841726618705036,0.10971223021582734,0.023381294964028777,0.030575539568345324,0.03237410071942446
Dungeon Defenders II,0.0646900269541779,0.03234501347708895,0.0215633423180593,0.0026954177897574125,0.0431266846361186,0.19137466307277629,0.1940700808625337,0.1967654986522911,0.07008086253369272,0.18328840970350405
theHunter Classic,0.15771812080536912,0.030201342281879196,0.0738255033557047,0.040268456375838924,0.013422818791946308,0.5570469798657718,0.0436241610738255,0.026845637583892617,0.003355704697986577,0.053691275167785234
Governor of Poker 3,0.019933554817275746,0.023255813953488372,0.11627906976744186,0.10631229235880399,0.053156146179401995,0.026578073089700997,0.0033222591362126247,0.09302325581395349,0.5548172757475083,0.0033222591362126247
Eternal Card Game,0.24324324324324326,0.1891891891891892,0.17297297297297298,0.08648648648648649,0.043243243243243246,0.005405405405405406,0.005405405405405406,0.0918918918918919,0.0972972972972973,0.06486486486486487
Black Squad,0.1076388888888889,0.13194444444444445,0.10069444444444445,0.059027777777777776,0.0625,0.2152777777777778,0.052083333333333336,0.03819444444444445,0.04513888888888889,0.1875
Freestyle 2: Street Basketball,0.12368421052631579,0.15263157894736842,0.039473684210526314,0.02894736842105263,0.08947368421052632,0.16578947368421051,0.16842105263157894,0.07894736842105263,0.05789473684210526,0.09473684210526316
Bless Online,0.11219512195121951,0.0975609756097561,0.14634146341463414,0.04878048780487805,0.15121951219512195,0.0024390243902439024,0.13170731707317074,0.08292682926829269,0.1073170731707317,0.11951219512195121
RaceRoom Racing Experience,0.0049504950495049506,0.009900990099009901,0.01485148514851485,0.04455445544554455,0.11386138613861387,0.009900990099009901,0.01485148514851485,0.599009900990099,0.10891089108910891,0.07920792079207921
Digimon Masters Online,0.06472491909385113,0.30097087378640774,0.0744336569579288,0.006472491909385114,0.009708737864077669,0.07119741100323625,0.08090614886731391,0.038834951456310676,0.21359223300970873,0.13915857605177995
Fallout Shelter,0.034722222222222224,0.05555555555555555,0.03125,0.1423611111111111,0.003472222222222222,0.013888888888888888,0.10416666666666667,0.1736111111111111,0.21875,0.2222222222222222
Shakes and Fidget,0.06063947078280044,0.08379272326350606,0.1918412348401323,0.11466372657111357,0.03307607497243661,0.013230429988974642,0.0970231532524807,0.09812568908489526,0.19294377067254687,0.11466372657111357
Tactical Monsters Rumble Arena,0.08123249299719888,0.036414565826330535,0.10364145658263306,0.028011204481792718,0.21008403361344538,0.08123249299719888,0.35014005602240894,0.011204481792717087,0.047619047619047616,0.05042016806722689
Creativerse,0.003278688524590164,0.03934426229508197,0.03278688524590164,0.07868852459016394,0.05573770491803279,0.05901639344262295,0.09180327868852459,0.05245901639344262,0.4,0.18688524590163935
Dreadnought,0.02358490566037736,0.02830188679245283,0.0330188679245283,0.2783018867924528,0.018867924528301886,0.03773584905660377,0.0047169811320754715,0.24056603773584906,0.24528301886792453,0.08962264150943396
Infestation: The New Z,0.023622047244094488,0.026246719160104987,0.11286089238845144,0.08661417322834646,0.03674540682414698,0.049868766404199474,0.15748031496062992,0.2204724409448819,0.2230971128608924,0.06299212598425197
Champions Online,0.2073170731707317,0.21138211382113822,0.09349593495934959,0.008130081300813009,0.012195121951219513,0.016260162601626018,0.04065040650406504,0.08536585365853659,0.08943089430894309,0.23577235772357724
Shop Heroes,0.1384180790960452,0.11864406779661017,0.002824858757062147,0.17231638418079095,0.05649717514124294,0.03389830508474576,0.1553672316384181,0.005649717514124294,0.00847457627118644,0.307909604519774
Magic Duels,0.005208333333333333,0.0078125,0.1953125,0.07552083333333333,0.1640625,0.16666666666666666,0.010416666666666666,0.25,0.08333333333333333,0.041666666666666664
Robocraft,0.07428571428571429,0.16,0.09714285714285714,0.10285714285714286,0.13714285714285715,0.08571428571428572,0.06285714285714286,0.17142857142857143,0.05142857142857143,0.05714285714285714
Business Tour - Board Game with Online Multiplayer,0.05405405405405406,0.1373873873873874,0.40315315315315314,0.0045045045045045045,0.006756756756756757,0.10135135135135136,0.02702702702702703,0.02027027027027027,0.14864864864864866,0.09684684684684684
Aura Kingdom,0.10543130990415335,0.04472843450479233,0.19169329073482427,0.07348242811501597,0.006389776357827476,0.009584664536741214,0.006389776357827476,0.009584664536741214,0.2747603833865815,0.2779552715654952
Crusaders of the Lost Idols,0.0730593607305936,0.1095890410958904,0.136986301369863,0.2602739726027397,0.091324200913242,0.1643835616438356,0.0045662100456621,0.0593607305936073,0.045662100456621,0.0547945205479452
AdventureQuest 3D,0.0486815415821501,0.034482758620689655,0.036511156186612576,0.06896551724137931,0.030425963488843813,0.02231237322515213,0.008113590263691683,0.018255578093306288,0.36511156186612576,0.3671399594320487
Realm Grinder,0.2202247191011236,0.02696629213483146,0.035955056179775284,0.09438202247191012,0.08089887640449438,0.05393258426966292,0.0022471910112359553,0.2853932584269663,0.13707865168539327,0.06292134831460675
H1Z1,0.06336088154269973,0.005509641873278237,0.008264462809917356,0.024793388429752067,0.0743801652892562,0.03856749311294766,0.17079889807162535,0.23140495867768596,0.23415977961432508,0.1487603305785124
World of Guns: Gun Disassembly,0.07614942528735633,0.13218390804597702,0.03879310344827586,0.020114942528735632,0.022988505747126436,0.06896551724137931,0.05890804597701149,0.2686781609195402,0.04310344827586207,0.27011494252873564
Bloons TD Battles,0.0016556291390728477,0.16887417218543047,0.17052980132450332,0.019867549668874173,0.13410596026490065,0.3129139072847682,0.014900662251655629,0.0695364238410596,0.06788079470198675,0.039735099337748346
Cuisine Royale,0.18686868686868688,0.1414141414141414,0.06818181818181818,0.03535353535353535,0.005050505050505051,0.007575757575757576,0.16666666666666666,0.10858585858585859,0.1111111111111111,0.1691919191919192
GUNS UP!,0.18351063829787234,0.18617021276595744,0.26861702127659576,0.11170212765957446,0.02127659574468085,0.0026595744680851063,0.08244680851063829,0.04521276595744681,0.047872340425531915,0.05053191489361702
School of Dragons,0.05660377358490566,0.1320754716981132,0.009433962264150943,0.014150943396226415,0.1179245283018868,0.12735849056603774,0.0660377358490566,0.14150943396226415,0.09905660377358491,0.2358490566037736
EverQuest II,0.023809523809523808,0.2619047619047619,0.0026455026455026454,0.010582010582010581,0.12169312169312169,0.10582010582010581,0.031746031746031744,0.2751322751322751,0.10846560846560846,0.0582010582010582
